,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
8623,94542,CA,Hayward,Alameda County,785727,838572,926177,911836,972377,1190921
8624,38558,TN,Crossville,Cumberland County,201703,206143,221223,236176,248901,303212
8627,32641,FL,Gainesville,Alachua County,85059,92108,99231,110281,124523,147161
8628,99019,WA,Liberty Lake,Spokane County,305581,328284,362959,393608,430980,533194
8629,76103,TX,Fort Worth,Tarrant County,101874,116321,134410,148325,162175,194981
8630,97221,OR,Portland,Multnomah County,582390,614009,621192,620368,646646,735140
8631,73108,OK,Oklahoma City,Oklahoma County,41807,41099,44491,47872,54638,64077
8632,29365,SC,Lyman,Spartanburg County,152700,162090,174191,183182,195734,229637
8633,96097,CA,Yreka,Siskiyou County,177702,182862,189787,192531,194236,224791
8634,11730,NY,Town of Islip,Suffolk County,410529,422806,452134,477022,505829,574023
8635,55103,MN,Saint Paul,Ramsey County,155748,171775,188655,199921,211750,234382
8636,14425,NY,Town Of Farmington,Ontario County,168257,172244,179146,187911,195213,218410
8637,53085,WI,Sheboygan Falls,Sheboygan County,128583,139265,149190,155362,167649,190282
8638,2571,MA,Wareham,Plymouth County,248792,265570,281275,289116,310113,371304
8639,77708,TX,Beaumont,Jefferson County,114658,113371,115124,120986,129141,137283
8640,27949,NC,Kitty Hawk,Dare County,429393,432199,422118,435768,451521,557887
8642,49224,MI,Albion,Calhoun County,81956,88247,91277,97840,109193,127460
8643,17557,PA,New Holland,Lancaster County,218732,225621,244262,253695,264514,303364
8644,7670,NJ,Tenafly,Bergen County,820830,834201,837773,811815,816159,890961
8645,65605,MO,Aurora,Lawrence County,81779,85346,91015,96932,102848,117353
8646,32219,FL,Jacksonville,Duval County,137868,151848,167549,176472,190419,230461
8647,48732,MI,Hampton,Bay County,96228,99021,103745,107876,113903,133320
8648,46040,IN,Fishers,Hamilton County,281690,297221,310376,320891,335604,384653
8649,68008,NE,Blair,Washington County,195100,205355,216612,228550,232877,261763
8650,14219,NY,Town of Hamburg,Erie County,125922,133233,142129,148787,158575,185314
8651,15207,PA,Pittsburgh,Allegheny County,83518,89270,98898,104899,118069,139552
8652,2458,MA,Newton,Middlesex County,863875,904070,962638,979441,1002323,1096044
8653,45309,OH,Brookville,Montgomery County,130958,136139,147266,152915,167418,197233
8654,35212,AL,Birmingham,Jefferson County,62829,66061,69380,72798,84172,106994
8655,75065,TX,Lake Dallas,Denton County,221393,240695,257356,265165,279550,334950
8656,85622,AZ,Green Valley,Pima County,191289,198849,218278,236779,260070,308841
8657,55792,MN,Virginia,Saint Louis County,80114,87196,89683,93262,98956,111057
8658,21774,MD,New Market,Frederick County,385927,396799,409893,410650,427523,494306
8659,80487,CO,Steamboat Springs,Routt County,571201,594516,627695,654900,676786,867399
8660,36420,AL,Andalusia,Covington County,77389,79516,83015,86708,89660,99107
8661,1119,MA,Springfield,Hampden County,148604,158237,168698,176089,192581,230553
8662,34117,FL,Naples,Collier County,274010,284232,292514,296752,310347,395166
8663,81230,CO,Gunnison,Gunnison County,293728,313614,335335,349827,364683,424875
8664,72745,AR,Lowell,Benton County,160956,169968,180980,188581,205801,248115
8665,94517,CA,Clayton,Contra Costa County,995060,1033634,1063955,1067292,1096669,1296590
8666,56431,MN,Aitkin,Aitkin County,185033,191730,200370,208413,212390,239342
8667,28721,NC,Clyde,Haywood County,166845,178283,190493,203443,216335,274216
8668,43604,OH,Toledo,Lucas County,21037,23315,23679,22389,26574,30201
8669,48462,MI,Ortonville,Oakland County,228896,247575,262151,274507,287484,331257
8671,32579,FL,Shalimar,Okaloosa County,225185,238039,252118,266951,293313,347876
8672,3766,NH,Lebanon,Grafton County,221919,235656,242593,252678,269035,311926
8673,73068,OK,Noble,Cleveland County,119981,124308,126238,131709,139395,154634
8674,6903,CT,Stamford,Fairfield County,720201,706217,712070,700477,707466,820129
8675,29812,SC,Barnwell,Barnwell County,99668,101739,103308,106414,111334,125476
8676,7204,NJ,Roselle Park,Union County,259841,278580,299132,315037,346097,399778
8677,8534,NJ,Hopewell Township,Mercer County,444463,447310,449975,447399,452613,510308
8678,8030,NJ,Gloucester City,Camden County,100099,100177,106017,109339,123123,154387
8679,46320,IN,Hammond,Lake County,52464,55882,63365,80660,91583,114001
8680,70811,LA,Baton Rouge,East Baton Rouge Parish,109676,115475,125035,115580,125266,137198
8681,60064,IL,North Chicago,Lake County,72419,82996,96576,108612,119753,143789
8682,87571,NM,Taos,Taos County,221268,228813,248240,271296,289121,335628
8683,82435,WY,Powell,Park County,222287,227806,237530,250191,262310,291207
8684,32784,FL,Umatilla,Lake County,127364,142839,156923,169081,181792,212957
8685,99350,WA,Prosser,Benton County,206033,224053,245197,281267,292751,335755
8686,29574,SC,Mullins,Marion County,53110,53350,55638,58462,60123,69515
8688,2333,MA,East Bridgewater,Plymouth County,328742,349656,367782,373416,398093,466321
8689,34453,FL,Inverness,Citrus County,105274,118068,132521,138569,151110,186675
8690,23117,VA,Mineral,Louisa County,242470,247760,256765,270723,280173,315999
8691,47371,IN,Portland,Jay County,77924,78596,85675,92565,99029,112445
8692,70070,LA,Luling,Saint Charles Parish,200471,204021,207297,213165,218203,239314
8693,22657,VA,Strasburg,Shenandoah County,188172,191679,199855,211362,219247,246110
8694,20866,MD,Burtonsville,Montgomery County,318554,328169,342284,350556,364096,402594
8695,13827,NY,Town of Owego,Tioga County,116802,122632,129011,133889,137828,151426
8696,30467,GA,Sylvania,Screven County,86818,90455,95506,99620,101985,113708
8697,78945,TX,La Grange,Fayette County,205306,219107,229846,241768,250135,284795
8698,25428,WV,Inwood,Berkeley County,163620,170331,182006,191224,202689,239141
8699,94065,CA,Redwood City,San Mateo County,1382248,1456736,1649261,1588969,1609717,1778799
8700,1105,MA,Springfield,Hampden County,103786,113114,123421,137289,150776,184817
8701,70113,LA,New Orleans,Orleans Parish,251909,252850,234563,235629,271141,279040
8702,48723,MI,Caro,Tuscola County,81038,86502,92326,97218,99939,115094
8703,75652,TX,Henderson,Rusk County,114009,119608,124381,127698,127648,135683
8704,64128,MO,Kansas City,Jackson County,24883,29712,36278,40484,45079,67908
8705,17972,PA,Schuylkill Haven,Schuylkill County,111896,115416,118623,122943,132480,155993
8706,60481,IL,Wilmington,Will County,146605,152882,158269,165659,172664,194291
8707,15071,PA,North Fayette Township,Allegheny County,196625,201234,211094,217200,228683,259238
8708,44905,OH,Mansfield,Richland County,73704,74866,80098,86984,91053,110203
8710,73111,OK,Oklahoma City,Oklahoma County,45180,50521,53820,59545,73973,92746
8711,14519,NY,Town of Webster,Monroe County,169404,180842,189167,197767,208334,235215
8712,90014,CA,Los Angeles,Los Angeles County,477702,485902,503083,506430,515948,535172
8713,68007,NE,Bennington,Douglas County,254159,268336,281317,288338,306664,348435
8714,56093,MN,Waseca,Waseca County,136816,146046,154861,162739,167199,188498
8715,15370,PA,Franklin Township,Greene County,135317,145274,137542,147744,153088,167021
8716,62812,IL,Benton,Franklin County,67238,66904,67625,69159,69896,78087
8717,93614,CA,Coarsegold,Madera County,255707,277079,299841,305909,320384,373964
8718,11693,NY,New York,Queens County,399307,444017,409838,424876,455809,520865
8719,80603,CO,Lochbuie,Weld County,313737,342501,370076,384588,402966,472507
8720,55409,MN,Minneapolis,Hennepin County,261330,280044,303223,310433,324198,347896
8722,48166,MI,Estral Beach,Monroe County,182452,185533,196652,205845,215703,244356
8724,23072,VA,Hayes,Gloucester County,222418,226641,232133,242761,249402,276363
8725,33982,FL,Punta Gorda,Charlotte County,211295,225372,244108,262007,270079,335879
8726,39059,MS,Crystal Springs,Copiah County,67892,68806,70711,73362,77543,80415
8728,45807,OH,Elida,Allen County,131830,139133,148962,156853,164833,189524
8729,74728,OK,Broken Bow,McCurtain County,72689,77845,85311,92314,101792,108458
8730,92007,CA,Encinitas,San Diego County,1123759,1205790,1302358,1357092,1461065,1735958
8731,70739,LA,Greenwell Springs,East Baton Rouge Parish,199698,202628,219835,212941,216552,233293
8732,13492,NY,Whitesboro,Oneida County,137627,142587,152036,160769,166757,198628
8734,53965,WI,Wisconsin Dells,Adams County,151870,159606,168350,176573,185116,204481
8735,27863,NC,Pikeville,Wayne County,153838,154785,159674,165014,172160,196230
8736,35453,AL,Cottondale,Tuscaloosa County,136056,136401,144262,151534,157575,173431
8737,33190,FL,Cutler Bay,Miami-Dade County,237406,253046,268639,281076,293361,336516
8738,65026,MO,Eldon,Miller County,103266,107432,113116,118591,125116,141555
8739,46055,IN,McCordsville,Hancock County,227167,240865,251350,262139,275765,319492
8741,32220,FL,Jacksonville,Duval County,147872,161279,175319,185946,199991,241421
8742,32439,FL,Freeport,Walton County,213722,223828,239541,255121,275914,342189
8743,77306,TX,Conroe,Montgomery County,141646,146910,156385,169356,183221,212935
8744,65708,MO,Monett,Barry County,96557,101580,107997,113926,119669,135845
8745,2917,RI,Smithfield,Providence County,271944,289151,304486,312091,330393,381133
8746,78003,TX,Bandera,Bandera County,191659,203419,216329,225718,234917,269529
8747,28428,NC,Carolina Beach,New Hanover County,272029,288527,313266,328737,352678,425912
8748,2885,RI,Warren,Bristol County,262899,278395,294815,305405,319065,379999
8749,17847,PA,Milton,Northumberland County,138866,145370,151823,159444,165111,185237
8750,61356,IL,Princeton,Bureau County,112786,115962,118391,121614,123208,133116
8751,53558,WI,Mc Farland,Dane County,261270,278910,293281,301779,318374,358828
8752,63645,MO,Fredericktown,Madison County,75750,89161,95323,100342,100946,112204
8754,85714,AZ,Tucson,Pima County,95155,105769,118543,131729,149332,184678
8755,31632,GA,Hahira,Lowndes County,170187,169554,173156,176620,187752,213678
8756,76302,TX,Wichita Falls,Wichita County,113169,117220,122464,125550,125723,148481
8758,16057,PA,Slippery Rock Township,Butler County,160768,167992,175940,184678,193158,205986
8759,31791,GA,Sylvester,Worth County,93559,97845,104234,108714,109273,120266
8760,63144,MO,Brentwood,Saint Louis County,185448,195250,205268,212625,219456,246782
8761,15063,PA,Monongahela,Washington County,102795,107911,110977,118058,125144,146001
8762,89029,NV,Laughlin,Clark County,140607,149274,163124,171360,184049,219820
8763,63077,MO,Saint Clair,Franklin County,117567,120660,125936,131410,139338,158125
8764,67235,KS,Wichita,Sedgwick County,229412,236067,240465,252415,268753,302788
8766,35570,AL,Hamilton,Marion County,82778,84309,88906,93275,97309,107662
8767,18508,PA,Scranton,Lackawanna County,82689,76009,84083,88949,85792,107551
8769,34240,FL,Sarasota,Sarasota County,431209,436095,442632,453368,478265,594584
8770,45439,OH,Moraine,Montgomery County,75834,82692,89021,94747,112199,128576
8771,60033,IL,Harvard,McHenry County,144216,150375,160212,167483,175650,201726
8772,65742,MO,Rogersville,Greene County,179487,188158,200313,213635,230333,266234
8773,11778,NY,Rocky Point,Suffolk County,278188,290533,306923,322167,344453,407402
8774,97741,OR,Madras,Jefferson County,151631,159805,173737,188074,201110,242254
8775,1940,MA,Lynnfield,Essex County,621302,650279,677945,687971,716419,833808
8776,85305,AZ,Glendale,Maricopa County,225741,238475,253961,269895,300118,383385
8777,40906,KY,Barbourville,Knox County,75180,79101,82596,85997,88090,96036
8778,46534,IN,Knox,Starke County,103370,107749,113740,119382,123710,140640
8779,20851,MD,Rockville,Montgomery County,371138,379089,394806,409545,426464,468677
8780,40108,KY,Brandenburg,Meade County,169577,181706,188070,187993,192728,213888
8781,46163,IN,New Palestine,Hancock County,212632,224782,240076,248701,262612,303088
8782,77372,TX,Splendora,Montgomery County,140092,145180,156601,167977,175369,207011
8783,40243,KY,Louisville,Jefferson County,212719,225031,236964,242735,254840,282271
8784,98823,WA,Ephrata,Grant County,149155,163684,166369,184361,206467,257683
8785,12589,NY,Town Of Shawangunk,Ulster County,229908,241015,252060,270828,289170,350575
8786,98250,WA,Friday Harbor,San Juan County,512994,550397,586598,610972,632424,743833
8787,18510,PA,Scranton,Lackawanna County,99334,99949,107113,109861,113017,133945
8788,36703,AL,Selma,Dallas County,29547,30620,33143,32482,33560,36202
8789,78559,TX,La Feria,Cameron County,87502,89100,87935,89565,90936,94493
8790,25064,WV,Dunbar,Kanawha County,88058,91051,87731,88010,87046,99287
8791,60950,IL,Manteno,Kankakee County,192946,196635,204250,210446,220214,239300
8792,15137,PA,North Versailles,Allegheny County,77056,77907,84105,89781,95830,119420
8793,25419,WV,Falling Waters,Berkeley County,197164,202220,212923,219042,230375,272094
8794,19530,PA,Kutztown,Berks County,199718,206172,217963,224247,237677,270226
8795,11950,NY,Mastic,Suffolk County,202365,214321,237941,258449,291496,356281
8796,73025,OK,Edmond,Oklahoma County,319078,325686,332964,340852,352486,388783
8797,12188,NY,Town of Waterford,Saratoga County,210610,213838,222883,228131,239026,274877
8798,6371,CT,Old Lyme,New London County,362286,373015,375257,380429,391444,468381
8799,12953,NY,Town of Malone,Franklin County,80058,84660,89287,93964,96943,105541
8800,94552,CA,Castro Valley,Alameda County,944888,984226,1083160,1068464,1125515,1380879
8801,48383,MI,White Lake,Oakland County,251461,269229,285506,296942,316067,358816
8802,8812,NJ,Green Brook Township,Somerset County,336476,340385,349219,352008,365572,414904
8803,17103,PA,Harrisburg,Dauphin County,54415,55392,56924,57621,63594,80498
8804,94158,CA,San Francisco,San Francisco County,1296741,1288365,1364455,1405137,1424691,1384057
8805,48801,MI,Alma,Gratiot County,76983,82379,87407,91955,95295,109677
8806,50138,IA,Knoxville,Marion County,109391,113416,119613,125704,129482,142483
8807,36274,AL,Roanoke,Randolph County,61000,63726,66944,70517,74483,81090
8808,71269,LA,Rayville,Richland Parish,115576,117311,116498,114545,110060,112886
8809,10924,NY,Town of Goshen,Orange County,283263,297945,317744,337270,347523,408850
8810,48160,MI,Milan,Washtenaw County,187029,197681,209641,221058,230780,256686
8811,79772,TX,Pecos,Reeves County,79190,88607,105737,119695,133223,155504
8812,44509,OH,Youngstown,Mahoning County,26957,29610,33942,34577,37286,48511
8813,1562,MA,Spencer,Worcester County,223516,237533,253112,260808,281043,336062
8814,74953,OK,Poteau,LeFlore County,88794,90517,93407,97399,102156,110185
8815,45015,OH,Hamilton,Butler County,78862,83074,91470,102832,112627,132215
8816,11004,NY,New York,Queens County,571456,609873,637147,659500,659777,721213
8817,47586,IN,Tell City,Perry County,97623,101541,108238,114276,117867,132859
8818,20124,VA,Clifton,Fairfax County,663334,678663,700199,714619,746508,830000
8819,44056,OH,Macedonia,Summit County,199159,210075,221428,229174,242926,273260
8820,66701,KS,Fort Scott,Bourbon County,75495,75477,74637,76136,73207,82371
8821,54806,WI,Ashland,Ashland County,94627,99526,104726,109461,112636,125965
8822,43440,OH,Marblehead,Ottawa County,214139,222633,234098,246743,256203,288305
8823,64113,MO,Kansas City,Jackson County,385327,416235,445877,449551,466368,528311
8824,11790,NY,Stony Brook,Suffolk County,445790,467775,485587,500448,515351,587958
8825,3275,NH,Suncook,Merrimack County,210539,227995,245524,252697,270485,322650
8826,76054,TX,Hurst,Tarrant County,244067,268438,285229,291419,305438,358534
8828,32148,FL,Interlachen,Putnam County,78802,86445,95257,103614,117278,138860
8829,83001,WY,Jackson,Teton County,709786,725117,783294,854972,894810,1030656
8830,48750,MI,Oscoda,Iosco County,73371,75490,78216,81102,84511,97199
8831,46036,IN,Elwood,Madison County,64584,66338,76206,80965,92102,111033
8832,28470,NC,Shallotte,Brunswick County,176844,181221,192288,199340,208486,246323
8833,42445,KY,Princeton,Caldwell County,63119,67147,70317,72633,71983,80472
8834,93210,CA,Coalinga,Fresno County,158927,167189,180138,189602,198253,236898
8835,55805,MN,Duluth,Saint Louis County,119350,132617,138901,141528,149624,165980
8836,21054,MD,Gambrills,Anne Arundel County,428181,439857,451875,454022,467775,517574
8837,15208,PA,Pittsburgh,Allegheny County,87487,95615,100284,106670,114872,134995
8838,48215,MI,Detroit,Wayne County,35854,43895,53104,54608,60596,84298
8840,39581,MS,Pascagoula,Jackson County,80447,88079,90691,85496,91382,102907
8841,30529,GA,Commerce,Jackson County,126473,136939,154181,165509,175661,218733
8842,49127,MI,Lincoln,Berrien County,205845,212141,222517,231519,234661,269218
8843,23702,VA,Portsmouth,Portsmouth City,127854,127157,132579,137452,148063,175937
8844,19030,PA,Fairless Hills,Bucks County,238097,247888,266123,276662,294275,339610
8845,59044,MT,Laurel,Yellowstone County,229768,236708,247836,249136,265542,300916
8846,64601,MO,Chillicothe,Livingston County,97978,102877,108571,112723,115969,126288
8847,76088,TX,Weatherford,Parker County,249469,267319,287941,312064,328234,393561
8848,28170,NC,Wadesboro,Anson County,63620,65276,67783,70183,72936,83416
8849,28364,NC,Maxton,Robeson County,53951,54572,58970,61432,62202,70580
8850,7444,NJ,Pequannock Township,Morris County,435570,444279,461630,462951,470952,524385
8851,77423,TX,Brookshire,Waller County,230314,244024,257946,272624,281896,321349
8852,50428,IA,Clear Lake,Cerro Gordo County,166865,174468,186627,195642,201109,218606
8853,45152,OH,Morrow,Warren County,201567,213825,228202,240070,256725,296710
8854,45434,OH,Beavercreek,Greene County,210482,219427,233356,246370,259626,289319
8855,30436,GA,Lyons,Toombs County,76894,85108,91998,98394,101205,114292
8856,16137,PA,Coolspring Township,Mercer County,149908,156994,162603,166907,169810,206941
8857,98848,WA,Quincy,Grant County,216793,232809,242525,265635,288228,351615
8858,19118,PA,Philadelphia,Philadelphia County,527925,549792,582299,608277,630928,699108
8859,59923,MT,Libby,Lincoln County,159089,163737,172153,182893,194253,231881
8860,19078,PA,Ridley Park,Delaware County,170280,175831,186226,192828,209506,245434
8861,35004,AL,Moody,Saint Clair County,158132,166660,174654,182403,195114,218695
8862,11767,NY,Nesconset,Suffolk County,437876,456214,478167,492714,514496,599910
8863,71119,LA,Shreveport,Caddo Parish,139557,141257,142395,140924,149173,160455
8864,91024,CA,Sierra Madre,Los Angeles County,918482,971371,1032766,1033538,1082290,1250085
8865,6098,CT,Winsted,Litchfield County,161241,164590,164297,165691,176789,217143
8866,38320,TN,Camden,Benton County,88348,94126,99621,104498,109295,121272
8867,71351,LA,Marksville,Avoyelles Parish,109527,113847,117921,119866,119050,126459
8868,61264,IL,Milan,Rock Island County,115329,116388,125227,124418,128126,139808
8869,54451,WI,Medford,Taylor County,126877,133210,140640,146729,150353,167278
8870,38852,MS,Iuka,Tishomingo County,92074,96649,100561,104751,106033,115419
8871,45714,OH,Belpre,Washington County,106205,113724,121574,129437,134746,151815
8872,32501,FL,Pensacola,Escambia County,113428,124569,138802,147549,158816,188716
8873,75551,TX,Atlanta,Cass County,102653,105566,107996,109986,111131,123304
8874,33513,FL,Bushnell,Sumter County,121151,132942,149319,161310,177690,210819
8875,59870,MT,Stevensville,Ravalli County,312287,326180,348255,367954,385200,457828
8876,70754,LA,Livingston,Livingston Parish,160594,168082,179703,180350,184859,201771
8877,60482,IL,Worth,Cook County,168209,178815,190139,197443,203432,228429
8878,12414,NY,Town of Catskill,Greene County,160953,165253,173579,180016,186814,240589
8879,91914,CA,Chula Vista,San Diego County,642441,677246,707299,703716,755420,927859
8880,27244,NC,Elon,Alamance County,158062,166479,176571,186048,196737,233896
8882,16635,PA,Allegheny Township,Blair County,167757,174190,174032,176565,184758,194843
8883,19055,PA,Levittown,Bucks County,201900,210919,224360,234220,254402,297149
8884,61254,IL,Geneseo,Henry County,153378,160829,166983,172678,175852,188464
8885,75758,TX,Chandler,Henderson County,140839,142159,147365,163555,193637,221833
8886,68138,NE,Omaha,Douglas County,155401,166148,177032,185294,199417,226820
8887,52641,IA,Mount Pleasant,Henry County,117858,123356,125490,129103,133701,144831
8888,74301,OK,Vinita,Craig County,86311,88470,91056,96981,102885,113884
8889,95130,CA,San Jose,Santa Clara County,1237687,1361262,1622229,1450458,1491933,1737903
8890,49333,MI,Middleville,Barry County,190368,207333,226577,238986,255343,292038
8891,27040,NC,Winston-Salem,Forsyth County,170585,179961,190179,199143,214962,255803
8892,74432,OK,Eufaula,McIntosh County,92818,95992,100886,102943,105656,118126
8893,34461,FL,Lecanto,Citrus County,166381,181309,194014,201066,216252,266463
8894,76354,TX,Burkburnett,Wichita County,101649,104332,107418,109821,109642,127953
8895,77563,TX,Hitchcock,Galveston County,152707,160620,167802,179293,190009,225252
8896,35761,AL,New Market,Madison County,155306,159881,167488,174223,196328,235908
8897,1062,MA,Northampton,Hampshire County,283957,288133,302322,301638,316807,356945
8898,35960,AL,Centre,Cherokee County,105185,109030,114248,120233,126186,142299
8899,15963,PA,Windber,Somerset County,74376,76649,78153,80610,83338,90985
8900,56082,MN,Saint Peter,Nicollet County,176144,187449,199336,209008,214276,239326
8901,8805,NJ,Bound Brook,Somerset County,269026,277910,289792,300887,323862,370450
8902,78204,TX,San Antonio,Bexar County,138633,156335,172116,193130,197514,229139
8903,70047,LA,Destrehan,Saint Charles Parish,216498,220807,223607,229439,236290,261392
8904,62960,IL,Metropolis,Massac County,68488,70679,72388,73905,74348,78628
8905,38843,MS,Fulton,Itawamba County,94553,93747,93548,96892,101017,112871
8906,60548,IL,Sandwich,DeKalb County,178331,188144,198918,206271,214704,244152
8907,29010,SC,Bishopville,Lee County,68981,70222,73986,79350,80485,89704
8908,83644,ID,Middleton,Canyon County,199289,218753,250293,284937,322757,453487
8909,25071,WV,Elkview,Kanawha County,121596,121076,117772,118796,119395,130397
8910,1507,MA,Charlton,Worcester County,279010,290651,313736,316159,331923,389652
8911,36110,AL,Montgomery,Montgomery County,29371,29426,29343,27220,27865,34666
8912,74128,OK,Tulsa,Tulsa County,75899,81379,82777,84939,90971,103770
8915,34475,FL,Ocala,Marion County,72593,82703,93586,102842,109219,138385
8916,28904,NC,Hayesville,Clay County,169716,174642,183467,191047,199472,231562
8917,78578,TX,Port Isabel,Cameron County,157410,162069,169410,162667,159108,197400
8918,18014,PA,Moore Township,Northampton County,205076,213123,224474,231520,245289,287087
8919,35043,AL,Chelsea,Shelby County,236112,241433,248982,257561,270951,308028
8920,28384,NC,Saint Pauls,Robeson County,68423,72510,75212,77311,80702,90044
8921,78416,TX,Corpus Christi,Nueces County,89259,91073,90284,87341,101365,103131
8922,27910,NC,Ahoskie,Hertford County,98343,103054,108429,111376,111379,123672
8923,18353,PA,Ross Township,Monroe County,174484,182346,196040,208801,221341,279427
8924,97361,OR,Monmouth,Polk County,239794,262583,291446,314264,333398,389508
8925,93449,CA,Pismo Beach,San Luis Obispo County,839855,871126,907383,896241,924255,1074685
8926,95425,CA,Cloverdale,Sonoma County,472604,519018,571923,555180,573181,636060
8927,98930,WA,Grandview,Yakima County,153916,166065,186501,208820,237482,274810
8928,18252,PA,Tamaqua,Schuylkill County,52125,50652,52993,57256,61362,76898
8929,60152,IL,Marengo,McHenry County,202123,212795,226081,230832,235595,268726
8930,84532,UT,Moab,Grand County,287433,315352,345386,375375,395725,480179
8932,97113,OR,Cornelius,Washington County,278381,310667,336927,347549,366052,428783
8933,1030,MA,Agawam,Hampden County,235296,242602,251756,260413,275016,313270
8934,18657,PA,Tunkhannock Township,Wyoming County,158705,167186,173332,178050,182066,199790
8935,72160,AR,Stuttgart,Arkansas County,76854,79642,83021,84469,88096,95231
8936,24016,VA,Roanoke,Roanoke City,72480,75395,79635,83739,93229,116379
8937,32776,FL,Sorrento,Lake County,220198,238047,259147,273405,287548,340133
8938,23662,VA,Poquoson,Poquoson City,307960,316021,325298,336989,344040,376992
8939,65584,MO,Saint Robert,Pulaski County,167961,170087,167816,171384,170379,181911
8941,8048,NJ,Lumberton Township,Burlington County,279136,283225,289523,298660,309424,361851
8942,53098,WI,Watertown,Jefferson County,161969,164883,177217,190309,202624,231357
8943,33853,FL,Lake Wales,Polk County,93060,107064,121132,133266,146762,179598
8944,7843,NJ,Hopatcong,Sussex County,206859,213333,232221,249491,261104,311486
8945,89441,NV,Sparks,Washoe County,363116,392293,433753,454980,482475,599278
8946,61354,IL,Peru,La Salle County,106062,107826,110476,110225,114341,123311
8947,18080,PA,Washington Township,Lehigh County,178793,186887,198281,209368,215131,248201
8948,37062,TN,Fairview,Williamson County,221661,244480,261826,273811,295487,360024
8949,98550,WA,Hoquiam,Grays Harbor County,94111,104698,125672,143651,165125,207499
8950,20678,MD,Prince Frederick,Calvert County,325275,338360,346332,348811,359661,403374
8951,17222,PA,Greene Township,Franklin County,159212,166750,175971,180209,187904,212097
8952,73045,OK,Harrah,Oklahoma County,145162,150227,152450,159026,170941,192155
8953,18447,PA,Olyphant,Lackawanna County,128066,130488,130044,135335,139519,158804
8954,49412,MI,Fremont,Newaygo County,130121,138651,147857,157198,163924,193917
8955,24477,VA,Stuarts Draft,Augusta County,197072,203523,211484,221547,227630,255270
8956,93730,CA,Fresno,Fresno County,427056,454445,478195,485434,507294,591149
8957,17756,PA,Muncy Creek Township,Lycoming County,174253,174684,183463,188696,195290,214177
8958,93505,CA,California City,Kern County,113788,132660,155314,166899,178272,225520
8959,93108,CA,Montecito,Santa Barbara County,3149987,3135794,3143647,3081902,3195907,3923962
8960,8010,NJ,Edgewater Park Township,Burlington County,155957,157948,163688,178775,191572,226926
8961,56071,MN,New Prague,Scott County,248735,263902,281255,295760,309280,351866
8962,63124,MO,Ladue,Saint Louis County,789229,830538,850323,867124,885676,988055
8963,19962,DE,Magnolia,Kent County,257405,261393,272580,279323,294037,338548
8964,47006,IN,Batesville,Ripley County,179263,189098,201662,211069,218834,246672
8965,28337,NC,Elizabethtown,Bladen County,104032,109281,115858,119775,122567,136414
8966,49738,MI,Grayling,Crawford County,88599,94330,100842,106988,111546,127772
8967,97023,OR,Estacada,Clackamas County,325702,356925,386985,397612,421450,505487
8968,74948,OK,Muldrow,Sequoyah County,80272,84331,87458,92583,96835,99982
8969,17241,PA,Penn Township,Cumberland County,183686,187671,196876,201512,208612,237647
8970,30054,GA,Oxford,Newton County,169731,174313,189848,207355,221597,268864
8971,74960,OK,Stilwell,Adair County,68796,70665,72383,74216,78068,83988
8972,2111,MA,Boston,Suffolk County,902318,947472,967306,964391,957473,960626
8973,75249,TX,Dallas,Dallas County,152436,169172,188640,201804,216088,252167
8974,75462,TX,Paris,Lamar County,156205,167792,179614,183058,173225,196979
8975,46394,IN,Whiting,Lake County,102001,111982,124114,135831,147170,166631
8976,92617,CA,Irvine,Orange County,441073,476241,508427,547071,662018,799923
8977,15022,PA,Fallowfield Township,Washington County,70415,71184,74584,76006,75582,88551
8978,2053,MA,Medway,Norfolk County,420398,440968,457222,464456,487428,556105
8980,81403,CO,Montrose,Montrose County,339037,357401,375211,388828,399102,461517
8981,73116,OK,Oklahoma City,Oklahoma County,201348,209501,216130,225291,234352,259393
8982,62095,IL,Wood River,Madison County,73917,77517,77906,80838,85991,96633
8983,63117,MO,Richmond Heights,Saint Louis County,238261,251999,263197,271974,284955,317350
8984,60633,IL,Chicago,Cook County,102188,114143,121813,126113,134522,159287
8985,7660,NJ,Ridgefield Park,Bergen County,310197,331726,343233,352123,384368,445797
8986,74873,OK,Tecumseh,Pottawatomie County,76626,78652,80937,83968,88227,98010
8987,2356,MA,Easton,Bristol County,436620,462576,486237,498451,527133,609549
8988,5495,VT,Williston,Chittenden County,362701,374950,378831,385280,404762,451202
8989,79331,TX,Lamesa,Dawson County,59773,64792,69075,73805,77212,86482
8990,41465,KY,Salyersville,Magoffin County,28093,28280,31860,38805,43292,49889
8991,6478,CT,Oxford,New Haven County,328266,334969,340484,344470,362457,430930
8992,75233,TX,Dallas,Dallas County,143899,161883,191166,212980,224349,267190
8994,22308,VA,Fort Hunt,Fairfax County,658028,672937,684768,705884,745050,822200
8995,75654,TX,Henderson,Rusk County,130724,137503,143009,147501,148503,160055
8996,71047,LA,Keithville,Caddo Parish,142675,144937,147050,147683,151962,166494
8997,33972,FL,Lehigh Acres,Lee County,162589,176661,190459,197555,208773,261131
8998,8031,NJ,Bellmawr,Camden County,145280,148104,152734,159390,174079,210349
8999,78163,TX,Bulverde,Comal County,334379,349384,359161,369840,390803,464235
