,postal_code,State,City,CountyName,2021
7904,28604,NC,Banner Elk,Watauga County,317417
7905,95954,CA,Magalia,Butte County,267113
7906,77801,TX,Bryan,Brazos County,181404
7907,6357,CT,Niantic,New London County,350052
7908,35904,AL,Gadsden,Etowah County,56563
7909,72921,AR,Alma,Crawford County,164556
7910,2631,MA,Brewster,Barnstable County,613085
7911,15613,PA,Washington Township,Westmoreland County,154254
7912,46403,IN,Gary,Lake County,114930
7913,92225,CA,Blythe,Riverside County,199355
7914,37179,TN,Thompsons Station,Williamson County,529221
7916,92866,CA,Orange,Orange County,857379
7917,12839,NY,Hudson Falls,Washington County,176751
7918,11703,NY,North Babylon,Suffolk County,504106
7919,29061,SC,Hopkins,Richland County,156312
7920,30517,GA,Braselton,Jackson County,354047
7921,30401,GA,Swainsboro,Emanuel County,81496
7922,35077,AL,Hanceville,Cullman County,141259
7923,15219,PA,Pittsburgh,Allegheny County,164551
7924,74104,OK,Tulsa,Tulsa County,198592
7925,6416,CT,Cromwell,Middlesex County,275027
7926,7044,NJ,Verona,Essex County,544151
7927,64112,MO,Kansas City,Jackson County,419457
7928,15243,PA,Pittsburgh,Allegheny County,294806
7929,45233,OH,Cincinnati,Hamilton County,274090
7930,94556,CA,Moraga,Contra Costa County,1654161
7931,81520,CO,Clifton,Mesa County,253810
7932,34432,FL,Dunnellon,Marion County,237347
7933,42642,KY,Russell Springs,Russell County,107684
7934,63080,MO,Sullivan,Washington County,149560
7935,21210,MD,Baltimore,Baltimore City,474792
7936,45249,OH,Montgomery,Hamilton County,458327
7937,62946,IL,Harrisburg,Saline County,77800
7938,1118,MA,Springfield,Hampden County,243416
7939,31501,GA,Waycross,Ware County,82196
7940,48381,MI,Milford,Oakland County,372805
7941,34972,FL,Okeechobee,Okeechobee County,174747
7942,80007,CO,Arvada,Jefferson County,796355
7943,75762,TX,Tyler,Smith County,242465
7944,46582,IN,Warsaw,Kosciusko County,246051
7945,83406,ID,Ammon,Bonneville County,363678
7947,95066,CA,Scotts Valley,Santa Cruz County,1180962
7948,67002,KS,Andover,Butler County,252074
7949,10606,NY,White Plains,Westchester County,660821
7950,97218,OR,Portland,Multnomah County,492930
7951,45402,OH,Dayton,Montgomery County,45667
7952,1532,MA,Northborough,Worcester County,536598
7953,11963,NY,Sag Harbor,Suffolk County,2124162
7954,29920,SC,Saint Helena Island,Beaufort County,406911
7955,11780,NY,Saint James,Suffolk County,691381
7956,31539,GA,Hazlehurst,Jeff Davis County,101917
7957,60415,IL,Chicago Ridge,Cook County,215654
7958,12771,NY,Port Jervis,Orange County,220702
7959,47807,IN,Terre Haute,Vigo County,53787
7960,72114,AR,North Little Rock,Pulaski County,50786
7962,25313,WV,Charleston,Kanawha County,143258
7965,39701,MS,Columbus,Lowndes County,77758
7966,7102,NJ,Newark,Essex County,339417
7967,12701,NY,Thompson,Sullivan County,174990
7968,74003,OK,Bartlesville,Washington County,73664
7969,90094,CA,Los Angeles,Los Angeles County,1230095
7970,35645,AL,Killen,Lauderdale County,197732
7972,29560,SC,Lake City,Florence County,96125
7973,21205,MD,Baltimore,Baltimore City,77971
7974,12308,NY,Schenectady,Schenectady County,177266
7975,15857,PA,Saint Marys,Elk County,113204
7976,75244,TX,Dallas,Dallas County,549453
7977,19806,DE,Wilmington,New Castle County,296201
7978,11362,NY,New York,Queens County,920435
7979,43205,OH,Columbus,Franklin County,256243
7980,48374,MI,Novi,Oakland County,538873
7981,81003,CO,Pueblo,Pueblo County,189081
7982,7733,NJ,Holmdel Township,Monmouth County,767303
7983,85266,AZ,Scottsdale,Maricopa County,1046511
7984,37854,TN,Rockwood,Roane County,164636
7985,66219,KS,Lenexa,Johnson County,367848
7986,79360,TX,Seminole,Gaines County,201087
7987,27932,NC,Edenton,Chowan County,165308
7988,31023,GA,Eastman,Dodge County,96911
7989,33843,FL,Frostproof,Polk County,154267
7991,44875,OH,Shelby,Richland County,135163
7992,41701,KY,Hazard,Perry County,95785
7993,53233,WI,Milwaukee,Milwaukee County,117671
7994,28016,NC,Bessemer City,Gaston County,180343
7995,54409,WI,Antigo,Langlade County,98941
7996,97814,OR,Baker City,Baker County,202350
7997,14513,NY,Newark,Wayne County,147245
7998,31032,GA,Gray,Jones County,202837
7999,21704,MD,Frederick,Frederick County,530220
8000,29672,SC,Seneca,Oconee County,398358
8001,38139,TN,Germantown,Shelby County,517055
8002,1331,MA,Athol,Worcester County,256067
8003,23663,VA,Hampton,Hampton City,174722
8004,7514,NJ,Paterson,Passaic County,368196
8005,16686,PA,Tyrone Township,Blair County,152246
8006,5602,VT,Montpelier,Washington County,331360
8007,13421,NY,Oneida,Madison County,140792
8008,71302,LA,Alexandria,Rapides Parish,102988
8009,93268,CA,Taft,Kern County,165573
8010,44141,OH,Brecksville,Cuyahoga County,339675
8011,40175,KY,Vine Grove,Hardin County,201502
8012,37777,TN,Louisville,Blount County,327237
8013,68108,NE,Omaha,Douglas County,138700
8014,60463,IL,Palos Heights,Cook County,318287
8015,35750,AL,Hazel Green,Madison County,210053
8016,72455,AR,Pocahontas,Randolph County,100886
8017,7481,NJ,Wyckoff,Bergen County,821662
8018,60429,IL,Hazel Crest,Cook County,149050
8019,53404,WI,Caledonia,Racine County,149004
8020,28697,NC,Wilkesboro,Wilkes County,201603
8021,48017,MI,Clawson,Oakland County,246151
8022,95010,CA,Capitola,Santa Cruz County,1089264
8023,70452,LA,Pearl River,Saint Tammany Parish,236031
8024,61866,IL,Rantoul,Champaign County,88278
8025,11702,NY,Babylon,Suffolk County,614929
8026,14901,NY,Town of Elmira,Chemung County,75043
8027,26105,WV,Vienna,Wood County,147422
8028,46113,IN,Indianapolis,Marion County,217190
8029,1095,MA,Wilbraham,Hampden County,364516
8030,6461,CT,Milford,New Haven County,386923
8031,94709,CA,Berkeley,Alameda County,1444505
8032,43064,OH,Plain City,Union County,411697
8033,75057,TX,Lewisville,Denton County,275567
8034,97365,OR,Newport,Lincoln County,395927
8035,27358,NC,Summerfield,Guilford County,388985
8036,86327,AZ,Dewey-Humboldt,Yavapai County,403185
8037,48189,MI,Whitmore Lake,Washtenaw County,320265
8038,11411,NY,New York,Queens County,596580
8039,20650,MD,Leonardtown,Saint Marys County,420624
8040,64772,MO,Nevada,Vernon County,112131
8041,78248,TX,San Antonio,Bexar County,434610
8043,53074,WI,Port Washington,Ozaukee County,264279
8044,62948,IL,Herrin,Williamson County,82295
8045,1835,MA,Haverhill,Essex County,437386
8046,29180,SC,Winnsboro,Fairfield County,95510
8047,79412,TX,Lubbock,Lubbock County,107688
8048,20194,VA,Reston,Fairfax County,662349
8049,35565,AL,Haleyville,Winston County,80299
8050,38572,TN,Crossville,Cumberland County,212106
8051,55130,MN,Saint Paul,Ramsey County,227406
8052,38556,TN,Jamestown,Fentress County,113287
8053,33955,FL,Punta Gorda,Charlotte County,336392
8054,70394,LA,Raceland,Lafourche Parish,145808
8055,44718,OH,Canton,Stark County,284608
8056,10470,NY,New York,Bronx County,585283
8057,52003,IA,Dubuque,Dubuque County,261580
8058,17517,PA,Denver,Lancaster County,286171
8059,2767,MA,Raynham,Bristol County,491327
8060,56031,MN,Fairmont,Martin County,145978
8061,99218,WA,Spokane,Spokane County,418276
8062,23509,VA,Norfolk,Norfolk City,224525
8063,21620,MD,Chestertown,Kent County,279580
8064,76550,TX,Lampasas,Lampasas County,189976
8065,77003,TX,Houston,Harris County,331445
8066,23847,VA,Emporia,Greensville County,83181
8067,95338,CA,Mariposa,Mariposa County,355759
8068,84014,UT,Centerville,Davis County,518174
8069,18512,PA,Dunmore,Lackawanna County,152495
8070,77868,TX,Navasota,Grimes County,207463
8071,36541,AL,Grand Bay,Mobile County,171983
8072,1864,MA,North Reading,Middlesex County,659864
8073,97205,OR,Portland,Multnomah County,550030
8074,25309,WV,South Charleston,Kanawha County,130330
8075,3106,NH,Hooksett,Merrimack County,374621
8076,95252,CA,Valley Springs,Calaveras County,442177
8077,44119,OH,Cleveland,Cuyahoga County,106746
8078,71295,LA,Winnsboro,Franklin Parish,110287
8079,15061,PA,Monaca,Beaver County,178427
8080,20132,VA,Purcellville,Loudoun County,692672
8081,81416,CO,Delta,Delta County,270715
8082,48118,MI,Chelsea,Washtenaw County,328052
8083,72227,AR,Little Rock,Pulaski County,221111
8084,39090,MS,Kosciusko,Attala County,86754
8085,34610,FL,Shady Hills,Pasco County,296057
8086,68776,NE,South Sioux City,Dakota County,163545
8087,78219,TX,Kirby,Bexar County,163802
8088,64060,MO,Kearney,Clay County,324094
8089,49079,MI,Paw Paw,Van Buren County,205588
8090,29620,SC,Abbeville,Abbeville County,155931
8091,10965,NY,Orangetown,Rockland County,529482
8092,2632,MA,Barnstable,Barnstable County,512965
8093,13215,NY,Onondaga,Onondaga County,254918
8094,34488,FL,Silver Springs,Marion County,138508
8095,1527,MA,Millbury,Worcester County,386570
8096,28748,NC,Leicester,Buncombe County,332280
8097,55107,MN,Saint Paul,Ramsey County,245806
8098,78076,TX,Zapata,Zapata County,114107
8099,19970,DE,Ocean View,Sussex County,426967
8100,91436,CA,Los Angeles,Los Angeles County,2139174
8102,13066,NY,Town of Manlius,Onondaga County,268842
8103,71635,AR,Crossett,Ashley County,65792
8104,34450,FL,Inverness,Citrus County,204188
8105,76707,TX,Waco,McLennan County,127470
8106,11953,NY,Middle Island,Suffolk County,371062
8107,98363,WA,Port Angeles,Clallam County,369741
8108,47601,IN,Boonville,Warrick County,171796
8109,2540,MA,Falmouth,Barnstable County,816594
8110,73122,OK,Warr Acres,Oklahoma County,163083
8111,40444,KY,Lancaster,Garrard County,179173
8112,75686,TX,Pittsburg,Camp County,140955
8113,79403,TX,Lubbock,Lubbock County,80337
8114,11426,NY,New York,Queens County,685808
8115,35057,AL,Good Hope,Cullman County,178662
8116,2382,MA,Whitman,Plymouth County,446945
8117,19473,PA,Perkiomen Township,Montgomery County,413940
8119,20905,MD,Silver Spring,Montgomery County,583950
8120,34950,FL,Fort Pierce,Saint Lucie County,151639
8121,72714,AR,Bella Vista,Benton County,245036
8122,48001,MI,Algonac,Saint Clair County,216373
8123,6812,CT,New Fairfield,Fairfield County,425388
8124,70538,LA,Franklin,Saint Mary Parish,112343
8125,24121,VA,Moneta,Bedford County,408255
8126,35180,AL,Warrior,Jefferson County,211862
8127,7059,NJ,Warren Township,Somerset County,815994
8128,1850,MA,Lowell,Middlesex County,342046
8129,79556,TX,Sweetwater,Nolan County,87000
8130,29626,SC,Anderson,Anderson County,203306
8131,37772,TN,Lenoir City,Loudon County,329608
8132,37760,TN,Jefferson City,Jefferson County,180357
8133,49337,MI,Newaygo,Newaygo County,201435
8134,14843,NY,Hornell,Steuben County,77915
8135,35217,AL,Tarrant,Jefferson County,63271
8137,19056,PA,Levittown,Bucks County,355540
8138,90401,CA,Santa Monica,Los Angeles County,1301028
8139,20613,MD,Brandywine,Prince Georges County,439661
8140,24739,WV,Princeton,Mercer County,108142
8141,6096,CT,Windsor Locks,Hartford County,234416
8142,36272,AL,Piedmont,Calhoun County,101794
8143,33413,FL,Greenacres,Palm Beach County,367741
8144,1730,MA,Bedford,Middlesex County,823995
8145,53534,WI,Edgerton,Rock County,249780
8146,18643,PA,Exeter Township,Luzerne County,150943
8147,7446,NJ,Ramsey,Bergen County,629949
8148,25504,WV,Barboursville,Cabell County,148341
8150,34479,FL,Ocala,Marion County,173196
8151,67220,KS,Wichita,Sedgwick County,196506
8152,31523,GA,Brunswick,Glynn County,233638
8153,14619,NY,Rochester,Monroe County,127572
8154,99611,AK,Kenai,Kenai Peninsula Borough,253278
8155,18202,PA,Hazle Township,Luzerne County,169820
8156,74467,OK,Wagoner,Wagoner County,138557
8157,87015,NM,Edgewood,Santa Fe County,307381
8158,87413,NM,Bloomfield,San Juan County,157349
8159,10601,NY,White Plains,Westchester County,569467
8160,28021,NC,Cherryville,Gaston County,195502
8161,93247,CA,Lindsay,Tulare County,255049
8162,19522,PA,Fleetwood,Berks County,260786
8163,19096,PA,Wynnewood,Montgomery County,638025
8164,32254,FL,Jacksonville,Duval County,112248
8165,33859,FL,Lake Wales,Polk County,229439
8166,50211,IA,Norwalk,Warren County,259317
8167,75647,TX,Gladewater,Gregg County,164125
8168,8009,NJ,Berlin,Camden County,268186
8170,93442,CA,Morro Bay,San Luis Obispo County,820166
8171,33035,FL,Homestead,Miami-Dade County,247266
8172,81008,CO,Pueblo,Pueblo County,288397
8173,8736,NJ,Manasquan,Monmouth County,789478
8175,24202,VA,Bristol,Bristol City,171783
8176,48301,MI,Bloomfield Hills,Oakland County,605617
8177,37327,TN,Dunlap,Sequatchie County,157695
8178,95203,CA,Stockton,San Joaquin County,343007
8179,43074,OH,Sunbury,Delaware County,355048
8180,15215,PA,O'Hara Township,Allegheny County,308722
8181,93301,CA,Bakersfield,Kern County,259684
8182,92845,CA,Garden Grove,Orange County,872245
8183,99114,WA,Colville,Stevens County,290169
8184,2903,RI,Providence,Providence County,319551
8185,60191,IL,Wood Dale,DuPage County,277595
8186,85350,AZ,Somerton,Yuma County,206664
8187,18964,PA,Franconia Township,Montgomery County,357569
8188,56470,MN,Park Rapids,Hubbard County,238733
8189,64079,MO,Platte City,Platte County,292107
8190,95451,CA,Kelseyville,Lake County,351868
8191,8882,NJ,South River,Middlesex County,373157
8192,15209,PA,Shaler Township,Allegheny County,227171
8193,12528,NY,Lloyd,Ulster County,326694
8194,60433,IL,Joliet,Will County,140535
8195,80424,CO,Breckenridge,Summit County,992101
8196,60026,IL,Glenview,Cook County,627839
8197,85128,AZ,Coolidge,Pinal County,223689
8198,46107,IN,Beech Grove,Marion County,161268
8199,6084,CT,Tolland,Tolland County,313823
8200,2673,MA,Yarmouth,Barnstable County,429740
8201,29556,SC,Kingstree,Williamsburg County,79778
8202,59501,MT,Havre,Hill County,226578
8203,12538,NY,Hyde Park,Dutchess County,308623
8204,22044,VA,Falls Church,Fairfax County,544924
8205,14622,NY,Irondequoit,Monroe County,159697
8206,19525,PA,New Hanover Township,Montgomery County,383082
8207,78121,TX,La Vernia,Wilson County,421265
8209,5468,VT,Milton,Chittenden County,340023
8210,64108,MO,Kansas City,Jackson County,260492
8211,7828,NJ,Budd Lake,Morris County,387055
8212,87532,NM,Espanola,Rio Arriba County,228488
8213,97056,OR,Scappoose,Columbia County,460010
8214,15668,PA,Murrysville,Westmoreland County,333078
8215,98065,WA,Snoqualmie,King County,924088
8216,89460,NV,Gardnerville,Douglas County,489977
8217,33403,FL,Lake Park,Palm Beach County,287119
8218,67301,KS,Independence,Montgomery County,79398
8219,55442,MN,Plymouth,Hennepin County,412789
8220,37073,TN,Greenbrier,Robertson County,298468
8221,25403,WV,Martinsburg,Berkeley County,303133
8222,45002,OH,Cleves,Hamilton County,285763
8223,6795,CT,Watertown,Litchfield County,323700
8224,34731,FL,Fruitland Park,Lake County,231233
8225,37721,TN,Corryton,Knox County,235479
8226,21128,MD,Perry Hall,Baltimore County,373832
8227,33498,FL,Boca Raton,Palm Beach County,561402
8229,33527,FL,Dover,Hillsborough County,351086
8230,45213,OH,Cincinnati,Hamilton County,246746
8231,27523,NC,Apex,Wake County,550961
8232,60555,IL,Warrenville,DuPage County,246174
8233,3087,NH,Windham,Rockingham County,635384
8234,19036,PA,Darby Township,Delaware County,186943
8235,33187,FL,Richmond West,Miami-Dade County,495299
8236,72207,AR,Little Rock,Pulaski County,327916
8237,52627,IA,Fort Madison,Lee County,90495
8238,98390,WA,Sumner,Pierce County,488114
8239,36111,AL,Montgomery,Montgomery County,123671
8240,53818,WI,Platteville,Grant County,197668
8241,63857,MO,Kennett,Dunklin County,97744
8243,70814,LA,Baton Rouge,East Baton Rouge Parish,178375
8244,25425,WV,Harpers Ferry,Jefferson County,289998
8245,23150,VA,Sandston,Henrico County,239407
8246,62236,IL,Columbia,Monroe County,235847
8247,43326,OH,Kenton,Hardin County,120448
8248,98674,WA,Woodland,Cowlitz County,494944
8249,29907,SC,Beaufort,Beaufort County,339462
8250,55101,MN,Saint Paul,Ramsey County,215969
8251,39540,MS,Diberville,Harrison County,163870
8252,63051,MO,House Springs,Jefferson County,212908
8253,60526,IL,La Grange Park,Cook County,366968
8254,66606,KS,Topeka,Shawnee County,99554
8255,37218,TN,Nashville,Davidson County,288806
8256,60458,IL,Justice,Cook County,243898
8257,10302,NY,New York,Richmond County,493820
8258,77336,TX,Houston,Harris County,257645
8259,77703,TX,Beaumont,Jefferson County,54739
8260,98360,WA,Orting,Pierce County,480668
8261,6475,CT,Old Saybrook,Middlesex County,457827
8262,94571,CA,Rio Vista,Solano County,460965
8263,66112,KS,Kansas City,Wyandotte County,184910
8264,74110,OK,Tulsa,Tulsa County,57123
8265,2420,MA,Lexington,Middlesex County,1263244
8266,68512,NE,Lincoln,Lancaster County,293433
8267,47805,IN,Terre Haute,Vigo County,142816
8268,66214,KS,Overland Park,Johnson County,302568
8269,30337,GA,College Park,Fulton County,269055
8270,46064,IN,Pendleton,Madison County,249680
8271,76247,TX,Justin,Denton County,332383
8272,70422,LA,Amite,Tangipahoa Parish,138592
8273,73644,OK,Elk City,Beckham County,140751
8274,70525,LA,Church Point,Acadia Parish,141639
8275,75054,TX,Grand Prairie,Dallas County,435714
8277,37683,TN,Mountain City,Johnson County,125947
8278,64106,MO,Kansas City,Jackson County,224077
8279,98070,WA,Vashon,King County,807949
8280,60192,IL,Hoffman Estates,Cook County,374347
8281,15224,PA,Pittsburgh,Allegheny County,256171
8282,64507,MO,Saint Joseph,Buchanan County,109424
8283,6706,CT,Waterbury,New Haven County,175152
8284,31047,GA,Kathleen,Houston County,258729
8285,1746,MA,Holliston,Middlesex County,582623
8286,34452,FL,Inverness,Citrus County,180013
8287,49348,MI,Wayland,Allegan County,262232
8289,41048,KY,Hebron,Boone County,276431
8290,88021,NM,Anthony,Dona Ana County,175894
8291,8070,NJ,Pennsville,Salem County,175329
8292,72012,AR,Beebe,White County,149296
8293,16503,PA,Erie,Erie County,40132
8294,48836,MI,Fowlerville,Livingston County,256239
8295,18444,PA,Spring Brook Township,Lackawanna County,239180
8296,2645,MA,Harwich,Barnstable County,551243
8297,23836,VA,Chester,Chesterfield County,322482
8298,89423,NV,Minden,Douglas County,644377
8300,65583,MO,Waynesville,Pulaski County,190950
8301,93960,CA,Soledad,Monterey County,534780
8302,8215,NJ,Galloway Township,Atlantic County,228440
8303,16127,PA,Pine Township,Mercer County,185613
8304,14210,NY,Buffalo,Erie County,138177
8305,32754,FL,Mims,Brevard County,303244
8306,89410,NV,Gardnerville,Douglas County,558109
8307,60445,IL,Crestwood,Cook County,198312
8308,45885,OH,Saint Marys,Auglaize County,153557
8310,49720,MI,Charlevoix,Charlevoix County,267228
8311,95453,CA,Lakeport,Lake County,358739
8312,27522,NC,Creedmoor,Granville County,250528
8313,11949,NY,Manorville,Suffolk County,566475
8314,7001,NJ,Woodbridge Township,Middlesex County,361840
8315,49230,MI,Brooklyn,Jackson County,239553
8316,48653,MI,Roscommon,Roscommon County,118198
8317,15066,PA,New Brighton,Beaver County,126592
8318,93433,CA,Grover Beach,San Luis Obispo County,654381
8319,77651,TX,Port Neches,Jefferson County,186856
8320,32569,FL,Mary Esther,Okaloosa County,276180
8321,89815,NV,Spring Creek,Elko County,335985
8322,14301,NY,Niagara Falls,Niagara County,73478
8323,2045,MA,Hull,Plymouth County,548150
8324,2332,MA,Duxbury,Plymouth County,804820
8325,8251,NJ,Villas,Cape May County,264157
8326,93221,CA,Exeter,Tulare County,313178
8327,75791,TX,Whitehouse,Smith County,218545
8328,72719,AR,Centerton,Benton County,253049
8329,98528,WA,Belfair,Mason County,469374
8330,14201,NY,Buffalo,Erie County,293518
8331,45506,OH,Springfield,Clark County,72187
8332,27249,NC,Gibsonville,Guilford County,214076
8333,6519,CT,New Haven,New Haven County,194424
8334,44721,OH,Canton,Stark County,217736
8336,28134,NC,Pineville,Mecklenburg County,313808
8337,41164,KY,Olive Hill,Carter County,70428
8338,50219,IA,Pella,Marion County,247703
8339,38668,MS,Senatobia,Tate County,166104
8340,85602,AZ,Benson,Cochise County,186113
8341,6418,CT,Derby,New Haven County,246930
8342,90402,CA,Santa Monica,Los Angeles County,4503492
8343,7762,NJ,Spring Lake,Monmouth County,971878
8346,77808,TX,Bryan,Brazos County,341327
8347,19934,DE,Camden,Kent County,286857
8348,94805,CA,Richmond,Contra Costa County,755740
8349,37924,TN,Knoxville,Knox County,245619
8350,6477,CT,Orange,New Haven County,462928
8351,77701,TX,Beaumont,Jefferson County,66740
8352,28753,NC,Marshall,Madison County,236558
8353,15522,PA,Bedford Township,Bedford County,177592
8354,81620,CO,Avon,Eagle County,865300
8355,62052,IL,Jerseyville,Jersey County,120113
8356,52101,IA,Decorah,Winneshiek County,220262
8357,86322,AZ,Camp Verde,Yavapai County,373352
8358,40208,KY,Louisville,Jefferson County,100608
8360,70583,LA,Scott,Lafayette Parish,161764
8362,41653,KY,Prestonsburg,Floyd County,100266
8363,64154,MO,Kansas City,Jackson County,345309
8364,30650,GA,Madison,Morgan County,283929
8365,28469,NC,Ocean Isle Beach,Brunswick County,448313
8366,37341,TN,Harrison,Hamilton County,242215
8367,33875,FL,Sebring,Highlands County,221987
8368,14608,NY,Rochester,Monroe County,68482
8369,46814,IN,Fort Wayne,Allen County,394369
8370,37406,TN,Chattanooga,Hamilton County,108172
8371,97448,OR,Junction City,Lane County,402726
8372,34448,FL,Homosassa,Citrus County,218112
8373,95030,CA,Los Gatos,Santa Clara County,3206388
8374,45067,OH,Trenton,Butler County,200689
8375,22181,VA,Vienna,Fairfax County,907434
8376,64505,MO,Saint Joseph,Buchanan County,137668
8377,93203,CA,Arvin,Kern County,238503
8378,27023,NC,Lewisville,Forsyth County,293073
8379,39475,MS,Purvis,Lamar County,172667
8380,44117,OH,Euclid,Cuyahoga County,133979
8381,45415,OH,Clayton,Montgomery County,173935
8382,75757,TX,Bullard,Smith County,293834
8384,49801,MI,Iron Mountain,Dickinson County,134040
8385,32136,FL,Flagler Beach,Flagler County,421985
8386,81506,CO,Grand Junction,Mesa County,404669
8387,78669,TX,Spicewood,Travis County,674701
8388,81201,CO,Salida,Chaffee County,495843
8389,56187,MN,Worthington,Nobles County,174693
8390,37404,TN,Chattanooga,Hamilton County,147930
8391,44667,OH,Orrville,Wayne County,188681
8392,7663,NJ,Saddle Brook,Bergen County,498204
8393,78257,TX,San Antonio,Bexar County,744309
8395,43558,OH,Swanton,Fulton County,200691
8396,10941,NY,Scotchtown,Orange County,338968
8397,38866,MS,Saltillo,Lee County,180080
8398,39470,MS,Poplarville,Pearl River County,159402
8399,95673,CA,Rio Linda,Sacramento County,415009
8400,8244,NJ,Somers Point,Atlantic County,262927
8401,61944,IL,Paris,Edgar County,72810
8402,27944,NC,Hertford,Perquimans County,199175
8403,35954,AL,Attalla,Etowah County,80762
8404,68508,NE,Lincoln,Lancaster County,150842
8405,67060,KS,Haysville,Sedgwick County,163419
8406,39574,MS,Saucier,Harrison County,184709
8407,18036,PA,Upper Saucon Township,Lehigh County,372089
8408,6076,CT,Stafford Springs,Tolland County,246252
8409,1778,MA,Wayland,Middlesex County,885432
8410,22835,VA,Luray,Page County,202663
8411,39437,MS,Ellisville,Jones County,145666
8412,77422,TX,Brazoria,Brazoria County,205779
8413,77587,TX,South Houston,Harris County,172772
8414,39667,MS,Tylertown,Walthall County,116575
8415,61853,IL,Mahomet,Champaign County,246413
8416,17362,PA,North Codorus Township,York County,248273
8417,32425,FL,Bonifay,Holmes County,130187
8418,99006,WA,Deer Park,Spokane County,414844
8419,44260,OH,Mogadore,Portage County,199842
8420,2120,MA,Boston,Suffolk County,612524
8421,61705,IL,Bloomington,McLean County,287832
8422,52632,IA,Keokuk,Lee County,75047
8423,77085,TX,Houston,Harris County,196498
8425,14063,NY,Fredonia,Chautauqua County,153153
8426,19425,PA,Chester Springs,Chester County,575066
8427,94707,CA,Berkeley,Alameda County,1934005
8428,55444,MN,Brooklyn Park,Hennepin County,293937
8429,55056,MN,North Branch,Chisago County,298740
8430,72150,AR,Sheridan,Grant County,80807
8431,28650,NC,Maiden,Catawba County,208924
8432,94904,CA,Kentfield,Marin County,2149583
8433,27524,NC,Four Oaks,Johnston County,213052
8434,3878,NH,Somersworth,Strafford County,301999
8435,51401,IA,Carroll,Carroll County,170087
8436,7503,NJ,Paterson,Passaic County,383089
8437,75418,TX,Bonham,Fannin County,140846
8438,55374,MN,Rogers,Hennepin County,404637
8440,46204,IN,Indianapolis,Marion County,358495
8441,64503,MO,Saint Joseph,Buchanan County,118602
8442,62896,IL,West Frankfort,Franklin County,75782
8443,67209,KS,Wichita,Sedgwick County,206109
8444,95357,CA,Modesto,Stanislaus County,450476
8445,55387,MN,Waconia,Carver County,390860
8446,90670,CA,Santa Fe Springs,Los Angeles County,627749
8448,8846,NJ,Middlesex,Middlesex County,374063
8449,59911,MT,Bigfork,Flathead County,618917
8450,60457,IL,Hickory Hills,Cook County,284021
8451,68102,NE,Omaha,Douglas County,270741
8452,28345,NC,Hamlet,Richmond County,78200
8453,17350,PA,Oxford Township,Adams County,224735
8454,48173,MI,Gibraltar,Wayne County,228646
8455,97024,OR,Fairview,Multnomah County,430350
8456,35768,AL,Scottsboro,Jackson County,112878
8457,91502,CA,Burbank,Los Angeles County,729992
8458,97027,OR,Gladstone,Clackamas County,468427
8459,6110,CT,West Hartford,Hartford County,251355
8460,75644,TX,Gilmer,Upshur County,158386
8461,14613,NY,Rochester,Monroe County,97145
8462,11428,NY,New York,Queens County,643796
8463,64080,MO,Pleasant Hill,Cass County,282672
8464,13676,NY,Town of Potsdam,Saint Lawrence County,124913
8465,11738,NY,Farmingville,Suffolk County,473913
8466,51031,IA,Le Mars,Plymouth County,188557
8468,7012,NJ,Clifton,Passaic County,457839
8469,95650,CA,Loomis,Placer County,811881
8471,43567,OH,Wauseon,Fulton County,173388
8472,21666,MD,Stevensville,Queen Annes County,441046
8473,48609,MI,Saginaw,Saginaw County,167536
8475,63143,MO,Maplewood,Saint Louis County,216981
8476,32095,FL,Saint Augustine,Saint Johns County,441949
8477,77037,TX,Houston,Harris County,172168
8478,17740,PA,Jersey Shore,Lycoming County,172265
8479,19129,PA,Philadelphia,Philadelphia County,281834
8480,20639,MD,Huntingtown,Calvert County,529805
8481,38703,MS,Greenville,Washington County,398056
8482,34288,FL,North Port,Sarasota County,299703
8483,61764,IL,Pontiac,Livingston County,113291
8484,15003,PA,Ambridge,Beaver County,116315
8485,18509,PA,Scranton,Lackawanna County,145944
8486,93930,CA,King City,Monterey County,438653
8487,75835,TX,Crockett,Houston County,112647
8488,12095,NY,Town of Johnstown,Fulton County,140074
8489,3045,NH,Goffstown,Hillsborough County,394991
8490,17870,PA,Penn Township,Snyder County,213170
8491,36877,AL,Smiths,Lee County,190154
8492,44614,OH,Canal Fulton,Stark County,202857
8494,53715,WI,Madison,Dane County,366477
8495,32222,FL,Jacksonville,Duval County,274612
8496,17754,PA,Montoursville,Lycoming County,232946
8497,49345,MI,Sparta,Kent County,254684
8498,2452,MA,Waltham,Middlesex County,712487
8499,29697,SC,Williamston,Anderson County,206238
8500,67337,KS,Coffeyville,Montgomery County,55910
8501,68028,NE,Gretna,Sarpy County,343708
8502,14810,NY,Town of Bath,Steuben County,122164
8503,33146,FL,Coral Gables,Miami-Dade County,1136679
8504,23875,VA,Prince George,Prince George County,250058
8505,13032,NY,Lenox,Madison County,142250
8506,95605,CA,West Sacramento,Yolo County,386499
8507,44054,OH,Sheffield Lake,Lorain County,166892
8508,28204,NC,Charlotte,Mecklenburg County,507212
8509,1569,MA,Uxbridge,Worcester County,413255
8510,59301,MT,Miles City,Custer County,204122
8511,19153,PA,Philadelphia,Philadelphia County,213503
8512,13207,NY,Syracuse,Onondaga County,116345
8513,4345,ME,Gardiner,Kennebec County,227005
