postal_code,State,City,CountyName,2021
30274,GA,Riverdale,Clayton County,156166
42003,KY,Paducah,McCracken County,119540
68506,NE,Lincoln,Lancaster County,232193
95820,CA,Sacramento,Sacramento County,391089
29680,SC,Simpsonville,Greenville County,266927
11779,NY,Ronkonkoma,Suffolk County,470775
33317,FL,Plantation,Broward County,415842
89511,NV,Reno,Washoe County,959508
27455,NC,Greensboro,Guilford County,285801
98290,WA,Snohomish,Snohomish County,723231
29550,SC,Hartsville,Darlington County,120865
92270,CA,Rancho Mirage,Riverside County,694770
46201,IN,Indianapolis,Marion County,125449
48237,MI,Oak Park,Oakland County,198214
58501,ND,Bismarck,Burleigh County,248579
33770,FL,Largo,Pinellas County,291625
61821,IL,Champaign,Champaign County,147177
60532,IL,Lisle,DuPage County,310555
34689,FL,Tarpon Springs,Pinellas County,314507
43220,OH,Upper Arlington,Franklin County,378044
83440,ID,Rexburg,Madison County,358334
32080,FL,Saint Augustine,Saint Johns County,455215
29640,SC,Easley,Pickens County,199344
55404,MN,Minneapolis,Hennepin County,259804
95351,CA,Modesto,Stanislaus County,326815
95407,CA,Santa Rosa,Sonoma County,606717
96813,HI,Honolulu,Honolulu County,715222
21144,MD,Severn,Anne Arundel County,427972
43040,OH,Marysville,Union County,283240
31204,GA,Macon,Bibb County,78294
11105,NY,New York,New York County,1033923
96080,CA,Red Bluff,Tehama County,288519
97355,OR,Lebanon,Linn County,341072
44128,OH,Cleveland,Cuyahoga County,86685
60046,IL,Lake Villa,Lake County,253422
6611,CT,Trumbull,Fairfield County,468705
64119,MO,Kansas City,Jackson County,199695
78132,TX,New Braunfels,Comal County,535878
68025,NE,Fremont,Dodge County,181958
46217,IN,Indianapolis,Marion County,214204
26301,WV,Clarksburg,Harrison County,87729
80239,CO,Denver,Denver County,414955
24012,VA,Roanoke,Roanoke City,167810
55343,MN,Hopkins,Hennepin County,316694
53562,WI,Middleton,Dane County,477928
98513,WA,Lacey,Thurston County,438000
75238,TX,Dallas,Dallas County,496778
91350,CA,Santa Clarita,Los Angeles County,711395
33913,FL,Fort Myers,Lee County,378278
23518,VA,Norfolk,Norfolk City,264326
98499,WA,Lakewood,Pierce County,419734
10465,NY,New York,Bronx County,578948
8016,NJ,Burlington Township,Burlington County,270829
94588,CA,Pleasanton,Alameda County,1337889
21212,MD,Baltimore,Baltimore City,294827
96002,CA,Redding,Shasta County,347526
90017,CA,Los Angeles,Los Angeles County,686513
58601,ND,Dickinson,Stark County,281821
37072,TN,Goodlettsville,Davidson County,331143
78043,TX,Laredo,Webb County,143859
90038,CA,Los Angeles,Los Angeles County,1153153
19138,PA,Philadelphia,Philadelphia County,186677
97304,OR,Salem,Marion County,429370
65536,MO,Lebanon,Laclede County,145590
80907,CO,Colorado Springs,El Paso County,389932
80260,CO,Thornton,Adams County,397551
60652,IL,Chicago,Cook County,240389
17522,PA,Ephrata Township,Lancaster County,270662
75051,TX,Grand Prairie,Dallas County,209047
20706,MD,Lanham Seabrook,Prince Georges County,391275
48603,MI,Saginaw,Saginaw County,174446
76903,TX,San Angelo,Tom Green County,103289
98030,WA,Kent,King County,542498
71107,LA,Shreveport,Caddo Parish,114044
46614,IN,South Bend,Saint Joseph County,175314
78221,TX,San Antonio,Bexar County,180799
45005,OH,Franklin,Warren County,192883
85203,AZ,Mesa,Maricopa County,379194
90242,CA,Downey,Los Angeles County,652808
50014,IA,Ames,Story County,284175
15102,PA,Bethel Park,Allegheny County,265376
49546,MI,Cascade,Kent County,391400
23505,VA,Norfolk,Norfolk City,266004
62703,IL,Springfield,Sangamon County,81121
73703,OK,Enid,Garfield County,146351
89002,NV,Henderson,Clark County,403419
46825,IN,Fort Wayne,Allen County,192728
98119,WA,Seattle,King County,1076060
90230,CA,Culver City,Los Angeles County,1158889
95945,CA,Grass Valley,Nevada County,484335
44515,OH,Austintown,Mahoning County,138924
34606,FL,Spring Hill,Hernando County,217629
48236,MI,Grosse Pointe Woods,Wayne County,352596
6111,CT,Newington,Hartford County,266899
85050,AZ,Phoenix,Maricopa County,511396
11364,NY,New York,Queens County,886179
91326,CA,Los Angeles,Los Angeles County,1023243
2062,MA,Norwood,Norfolk County,592557
32607,FL,Gainesville,Alachua County,225065
46235,IN,Indianapolis,Marion County,170386
33055,FL,Miami Gardens,Miami-Dade County,357522
91711,CA,Claremont,Los Angeles County,830008
86406,AZ,Lake Havasu City,Mohave County,430409
10573,NY,Port Chester,Westchester County,674994
95834,CA,Sacramento,Sacramento County,510287
70068,LA,La Place,Saint John the Baptist Parish,167857
92807,CA,Anaheim,Orange County,917107
80120,CO,Littleton,Arapahoe County,583448
72601,AR,Harrison,Boone County,145588
55372,MN,Prior Lake,Scott County,448232
32277,FL,Jacksonville,Duval County,242858
98027,WA,Issaquah,King County,1000201
20901,MD,Silver Spring,Montgomery County,546352
33156,FL,Pinecrest,Miami-Dade County,998430
68701,NE,Norfolk,Madison County,190173
97520,OR,Ashland,Jackson County,539709
76049,TX,Granbury,Hood County,351636
63128,MO,Concord,Saint Louis County,303843
46342,IN,Hobart,Lake County,185273
40503,KY,Lexington,Fayette County,258608
70809,LA,Baton Rouge,East Baton Rouge Parish,250583
19154,PA,Philadelphia,Philadelphia County,273133
46151,IN,Martinsville,Morgan County,221153
48067,MI,Royal Oak,Oakland County,301737
53546,WI,Janesville,Rock County,233622
97420,OR,Coos Bay,Coos County,286796
55016,MN,Cottage Grove,Washington County,338018
72209,AR,Little Rock,Pulaski County,88921
45459,OH,Centerville,Montgomery County,268877
48322,MI,West Bloomfield,Oakland County,354169
29707,SC,Fort Mill,York County,394376
55118,MN,West Saint Paul,Dakota County,328416
91773,CA,San Dimas,Los Angeles County,778595
75010,TX,Carrollton,Denton County,428564
66213,KS,Overland Park,Johnson County,434580
89107,NV,Las Vegas,Clark County,288136
91001,CA,Altadena,Los Angeles County,1137329
91355,CA,Santa Clarita,Los Angeles County,704355
94070,CA,San Carlos,San Mateo County,2252177
60098,IL,Woodstock,McHenry County,242832
46218,IN,Indianapolis,Marion County,81112
2136,MA,Boston,Suffolk County,553864
98038,WA,Maple Valley,King County,681811
95409,CA,Santa Rosa,Sonoma County,738877
53142,WI,Kenosha,Kenosha County,240143
91754,CA,Monterey Park,Los Angeles County,820845
8742,NJ,Point Pleasant,Ocean County,585054
60525,IL,La Grange,Cook County,412133
84604,UT,Provo,Utah County,521941
62226,IL,Belleville,Saint Clair County,131993
16066,PA,Cranberry Township,Butler County,378547
52601,IA,Burlington,Des Moines County,101319
11704,NY,West Babylon,Suffolk County,503805
19713,DE,Newark,New Castle County,253451
23453,VA,Virginia Beach,Virginia Beach City,291072
30705,GA,Chatsworth,Murray County,163076
10038,NY,New York,New York County,1045849
14127,NY,Town of Orchard Park,Erie County,319503
54302,WI,Green Bay,Brown County,168982
74403,OK,Muskogee,Muskogee County,100297
85009,AZ,Phoenix,Maricopa County,219130
24541,VA,Danville,Danville City,131889
44313,OH,Akron,Summit County,201366
65721,MO,Ozark,Christian County,259912
90301,CA,Inglewood,Los Angeles County,644519
2125,MA,Boston,Suffolk County,590891
19087,PA,Radnor Township,Delaware County,636040
29745,SC,York,York County,262372
27517,NC,Chapel Hill,Orange County,514252
60441,IL,Lockport,Will County,257915
64114,MO,Kansas City,Jackson County,256963
31404,GA,Savannah,Chatham County,178037
95120,CA,San Jose,Santa Clara County,1927113
69101,NE,North Platte,Lincoln County,165639
33594,FL,Valrico,Hillsborough County,304332
33441,FL,Deerfield Beach,Broward County,320028
72704,AR,Fayetteville,Washington County,263474
32720,FL,Deland,Volusia County,259497
16602,PA,Altoona,Blair County,103642
48234,MI,Detroit,Wayne County,45432
92108,CA,San Diego,San Diego County,532960
95966,CA,Oroville,Butte County,297039
76901,TX,San Angelo,Tom Green County,158936
7840,NJ,Hackettstown,Warren County,357029
2840,RI,Newport,Newport County,683129
28209,NC,Charlotte,Mecklenburg County,517110
61008,IL,Belvidere,Boone County,178550
19151,PA,Philadelphia,Philadelphia County,194048
73159,OK,Oklahoma City,Oklahoma County,146735
29625,SC,Anderson,Anderson County,195294
40701,KY,Corbin,Whitley County,122706
68116,NE,Omaha,Douglas County,320828
33138,FL,Miami,Miami-Dade County,571859
83705,ID,Boise,Ada County,426828
97321,OR,Albany,Linn County,423174
55422,MN,Robbinsdale,Hennepin County,304149
15217,PA,Pittsburgh,Allegheny County,395496
49548,MI,Grand Rapids,Kent County,190629
77550,TX,Galveston,Galveston County,286355
35810,AL,Huntsville,Madison County,128045
7032,NJ,Kearny,Hudson County,429014
97306,OR,Salem,Marion County,427139
20886,MD,Montgomery Village,Montgomery County,319503
60169,IL,Hoffman Estates,Cook County,282335
14621,NY,Rochester,Monroe County,76768
60451,IL,New Lenox,Will County,340263
53705,WI,Madison,Dane County,427890
74063,OK,Sand Springs,Tulsa County,167201
70094,LA,Westwego,Jefferson Parish,150507
53217,WI,Whitefish Bay,Milwaukee County,422942
83605,ID,Caldwell,Canyon County,345017
80237,CO,Denver,Denver County,558651
52761,IA,Muscatine,Muscatine County,141952
32309,FL,Tallahassee,Leon County,318911
45701,OH,Athens,Athens County,202719
89011,NV,Henderson,Clark County,400687
52501,IA,Ottumwa,Wapello County,81907
28560,NC,New Bern,Craven County,181137
30310,GA,Atlanta,Fulton County,300667
97267,OR,Milwaukie,Clackamas County,496213
93705,CA,Fresno,Fresno County,275385
80550,CO,Windsor,Weld County,500689
12309,NY,Town of Niskayuna,Schenectady County,292103
93101,CA,Santa Barbara,Santa Barbara County,1208661
43537,OH,Maumee,Lucas County,220192
80214,CO,Lakewood,Jefferson County,540406
85750,AZ,Tucson,Pima County,518337
99508,AK,Anchorage,Anchorage Borough,293866
57108,SD,Sioux Falls,Minnehaha County,373534
70501,LA,Lafayette,Lafayette Parish,89947
91316,CA,Los Angeles,Los Angeles County,889373
30215,GA,Fayetteville,Fayette County,357640
78573,TX,Alton,Hidalgo County,156895
26101,WV,Parkersburg,Wood County,93021
37067,TN,Franklin,Williamson County,663283
46205,IN,Indianapolis,Marion County,238554
35806,AL,Huntsville,Madison County,304666
45429,OH,Kettering,Montgomery County,214237
44129,OH,Parma,Cuyahoga County,155364
64015,MO,Blue Springs,Jackson County,254016
96782,HI,Pearl City,Honolulu County,880441
79605,TX,Abilene,Taylor County,141103
54304,WI,Green Bay,Brown County,180822
91941,CA,La Mesa,San Diego County,841459
30741,GA,Fairview,Walker County,142223
13090,NY,Liverpool,Onondaga County,198388
40004,KY,Bardstown,Nelson County,195887
19002,PA,Upper Dublin Township,Montgomery County,517654
21237,MD,Rosedale,Baltimore County,257675
92651,CA,Laguna Beach,Orange County,2712294
84095,UT,South Jordan,Salt Lake County,711504
11554,NY,East Meadow,Nassau County,600592
90064,CA,Los Angeles,Los Angeles County,1815556
8865,NJ,Phillipsburg,Warren County,226308
92220,CA,Banning,Riverside County,342718
22042,VA,Falls Church,Fairfax County,641704
33326,FL,Weston,Broward County,419260
77075,TX,Houston,Harris County,215770
28278,NC,Charlotte,Mecklenburg County,400855
80104,CO,Castle Rock,Douglas County,557438
2368,MA,Randolph,Norfolk County,467342
30214,GA,Fayetteville,Fayette County,303109
19135,PA,Philadelphia,Philadelphia County,183063
33579,FL,Riverview,Hillsborough County,329093
21009,MD,Abingdon,Harford County,312595
2919,RI,Johnston,Providence County,324341
3079,NH,Salem,Rockingham County,461314
74464,OK,Tahlequah,Cherokee County,123772
99207,WA,Spokane,Spokane County,254154
93561,CA,Tehachapi,Kern County,362428
92637,CA,Laguna Woods,Orange County,380569
34223,FL,Englewood,Charlotte County,361028
97203,OR,Portland,Multnomah County,470806
32937,FL,Satellite Beach,Brevard County,422849
56308,MN,Alexandria,Douglas County,284875
45420,OH,Dayton,Montgomery County,125323
23233,VA,Henrico,Henrico County,405743
97266,OR,Portland,Multnomah County,390237
48212,MI,Detroit,Wayne County,96685
50158,IA,Marshalltown,Marshall County,118260
34238,FL,Sarasota,Sarasota County,439901
94903,CA,San Rafael,Marin County,1251226
22306,VA,Hybla Valley,Fairfax County,563703
43612,OH,Toledo,Lucas County,82541
61604,IL,Peoria,Peoria County,76468
49507,MI,Grand Rapids,Kent County,178741
87106,NM,Albuquerque,Bernalillo County,298633
56301,MN,Saint Cloud,Stearns County,266341
80218,CO,Denver,Denver County,568429
49024,MI,Portage,Kalamazoo County,241688
41011,KY,Covington,Kenton County,215255
6512,CT,East Haven,New Haven County,259226
32807,FL,Orlando,Orange County,254972
77598,TX,Houston,Harris County,222456
33542,FL,Zephyrhills,Pasco County,171653
90504,CA,Torrance,Los Angeles County,884042
89081,NV,North Las Vegas,Clark County,351320
34743,FL,Kissimmee,Osceola County,266594
33407,FL,West Palm Beach,Palm Beach County,253748
48446,MI,Lapeer,Lapeer County,201048
93638,CA,Madera,Madera County,279901
8043,NJ,Voorhees Township,Camden County,361983
76053,TX,Hurst,Tarrant County,261083
37086,TN,La Vergne,Rutherford County,272003
30045,GA,Lawrenceville,Gwinnett County,319093
89130,NV,Las Vegas,Clark County,373072
21075,MD,Elkridge,Howard County,408858
66044,KS,Lawrence,Douglas County,208587
7107,NJ,Newark,Essex County,384924
80910,CO,Colorado Springs,El Paso County,324788
79106,TX,Amarillo,Potter County,136076
53223,WI,Milwaukee,Milwaukee County,163560
68164,NE,Omaha,Douglas County,241997
60050,IL,McHenry,McHenry County,220775
43212,OH,Grandview Heights,Franklin County,413566
55421,MN,Columbia Heights,Anoka County,275992
2453,MA,Waltham,Middlesex County,684959
77489,TX,Missouri City,Fort Bend County,200608
48091,MI,Warren,Macomb County,134748
22601,VA,Winchester,Frederick County,247895
68123,NE,Bellevue,Sarpy County,264041
29611,SC,Greenville,Greenville County,159387
33434,FL,Boca Raton,Palm Beach County,242368
81504,CO,Grand Junction,Mesa County,295749
55116,MN,Saint Paul,Ramsey County,404625
78705,TX,Austin,Travis County,404173
75234,TX,Farmers Branch,Dallas County,301424
23513,VA,Norfolk,Norfolk City,214383
14616,NY,Town of Greece,Monroe County,147109
93422,CA,Atascadero,San Luis Obispo County,661333
77536,TX,Deer Park,Harris County,235019
19119,PA,Philadelphia,Philadelphia County,333837
37659,TN,Jonesborough,Washington County,234645
80122,CO,Centennial,Arapahoe County,594219
81001,CO,Pueblo,Pueblo County,200950
46804,IN,Fort Wayne,Allen County,236166
62959,IL,Marion,Williamson County,132389
64151,MO,Kansas City,Jackson County,276912
21811,MD,Berlin,Worcester County,335978
91780,CA,Temple City,Los Angeles County,898136
8648,NJ,Lawrence Township,Mercer County,323592
37172,TN,Springfield,Robertson County,248039
19050,PA,Lansdowne,Delaware County,196925
49506,MI,Grand Rapids,Kent County,325546
43209,OH,Bexley,Franklin County,341516
35211,AL,Birmingham,Jefferson County,55063
95682,CA,Shingle Springs,El Dorado County,639739
83616,ID,Eagle,Ada County,814258
78212,TX,San Antonio,Bexar County,337814
17046,PA,Lebanon,Lebanon County,177681
37931,TN,Knoxville,Knox County,320166
21225,MD,Brooklyn Park,Anne Arundel County,175179
16509,PA,Millcreek Township,Erie County,192749
20745,MD,Forest Heights,Prince Georges County,331781
54303,WI,Green Bay,Brown County,155857
93702,CA,Fresno,Fresno County,216865
12303,NY,Schenectady,Schenectady County,220471
55443,MN,Brooklyn Park,Hennepin County,333593
89141,NV,Las Vegas,Clark County,442719
7011,NJ,Clifton,Passaic County,416374
44052,OH,Lorain,Lorain County,89926
33073,FL,Coconut Creek,Broward County,413221
94602,CA,Oakland,Alameda County,1252193
33409,FL,West Palm Beach,Palm Beach County,240696
20782,MD,Chillum,Prince Georges County,409236
92110,CA,San Diego,San Diego County,866886
45662,OH,Portsmouth,Scioto County,69095
97471,OR,Roseburg,Douglas County,309308
67217,KS,Wichita,Sedgwick County,126480
45230,OH,Cincinnati,Hamilton County,242814
60714,IL,Niles,Cook County,343993
79904,TX,El Paso,El Paso County,136833
2474,MA,Arlington,Middlesex County,870074
46268,IN,Indianapolis,Marion County,207724
38506,TN,Cookeville,Putnam County,241068
33183,FL,Kendale Lakes,Miami-Dade County,308030
33907,FL,Fort Myers,Lee County,191201
60189,IL,Wheaton,DuPage County,386193
95122,CA,San Jose,Santa Clara County,886838
60142,IL,Huntley,McHenry County,306412
7747,NJ,Matawan,Monmouth County,475346
78552,TX,Harlingen,Cameron County,158196
43050,OH,Mount Vernon,Knox County,165497
60527,IL,Burr Ridge,DuPage County,383945
78634,TX,Hutto,Williamson County,356460
27545,NC,Knightdale,Wake County,297378
50501,IA,Fort Dodge,Webster County,99162
85331,AZ,Phoenix,Maricopa County,696433
89134,NV,Las Vegas,Clark County,425507
73162,OK,Oklahoma City,Oklahoma County,226656
48162,MI,Maybee,Monroe County,183784
60631,IL,Chicago,Cook County,401054
29440,SC,Georgetown,Georgetown County,182132
17202,PA,Hamilton Township,Franklin County,242530
32117,FL,Holly Hill,Volusia County,180226
33809,FL,Lakeland,Polk County,257004
20164,VA,Sterling,Loudoun County,492010
90604,CA,Whittier,Los Angeles County,692611
20155,VA,Gainesville,Prince William County,611906
44125,OH,Garfield Heights,Cuyahoga County,108796
38117,TN,Memphis,Shelby County,262337
92701,CA,Santa Ana,Orange County,590690
45365,OH,Sidney,Shelby County,157159
46516,IN,Elkhart,Elkhart County,140522
11717,NY,Town of Islip,Suffolk County,442576
83843,ID,Moscow,Latah County,419977
89503,NV,Reno,Washoe County,434565
31601,GA,Valdosta,Lowndes County,71502
91739,CA,Rancho Cucamonga,San Bernardino County,814487
53140,WI,Kenosha,Kenosha County,182076
75604,TX,Longview,Gregg County,175908
2038,MA,Franklin,Norfolk County,543058
60656,IL,Chicago,Cook County,353864
55904,MN,Rochester,Olmsted County,241300
90002,CA,Los Angeles,Los Angeles County,499406
10704,NY,Yonkers,Westchester County,563672
6033,CT,Glastonbury,Hartford County,374785
11358,NY,New York,Queens County,927939
33626,FL,Westchase,Hillsborough County,457984
12010,NY,Town of Amsterdam,Montgomery County,165396
28715,NC,Candler,Buncombe County,330493
60624,IL,Chicago,Cook County,191895
17022,PA,Elizabethtown,Lancaster County,271111
60515,IL,Downers Grove,DuPage County,381880
77532,TX,Crosby,Harris County,230856
11787,NY,Smithtown,Suffolk County,626117
39157,MS,Ridgeland,Madison County,224409
31705,GA,Albany,Dougherty County,61077
43082,OH,Westerville,Franklin County,422847
90039,CA,Los Angeles,Los Angeles County,1250288
48317,MI,Shelby,Macomb County,250488
84129,UT,Taylorsville,Salt Lake County,432320
48089,MI,Warren,Macomb County,99988
55428,MN,New Hope,Hennepin County,281301
39208,MS,Pearl,Rankin County,165781
7410,NJ,Fair Lawn,Bergen County,502275
10030,NY,New York,New York County,812522
84660,UT,Spanish Fork,Utah County,464259
95340,CA,Merced,Merced County,351466
46131,IN,Franklin,Johnson County,215343
1089,MA,West Springfield,Hampden County,278340
33173,FL,Kendall,Miami-Dade County,422178
83814,ID,Coeur d'Alene,Kootenai County,602887
23227,VA,Richmond,Richmond City,309939
37801,TN,Maryville,Blount County,268545
95993,CA,Yuba City,Sutter County,441466
17268,PA,Washington Township,Franklin County,204327
28146,NC,Salisbury,Rowan County,224575
98512,WA,Tumwater,Thurston County,480019
32905,FL,Palm Bay,Brevard County,193992
80033,CO,Wheat Ridge,Jefferson County,580949
78728,TX,Austin,Travis County,454078
6051,CT,New Britain,Hartford County,183381
8822,NJ,Raritan Township,Hunterdon County,471350
1826,MA,Dracut,Middlesex County,442767
63139,MO,Saint Louis,Saint Louis City,193174
76087,TX,Weatherford,Parker County,379057
27012,NC,Clemmons,Forsyth County,296919
67207,KS,Wichita,Sedgwick County,193643
32408,FL,Panama City Beach,Bay County,338299
45239,OH,White Oak,Hamilton County,163148
27278,NC,Hillsborough,Orange County,364475
53204,WI,Milwaukee,Milwaukee County,97557
81007,CO,Pueblo,Pueblo County,362559
11801,NY,Hicksville,Nassau County,588215
57104,SD,Sioux Falls,Minnehaha County,171881
40504,KY,Lexington,Fayette County,198711
2176,MA,Melrose,Middlesex County,762720
46545,IN,Mishawaka,Saint Joseph County,163679
55060,MN,Owatonna,Steele County,229077
91776,CA,San Gabriel,Los Angeles County,815805
65616,MO,Branson,Taney County,203874
40065,KY,Shelbyville,Shelby County,230209
33026,FL,Pembroke Pines,Broward County,347123
75254,TX,Dallas,Dallas County,232309
32773,FL,Sanford,Seminole County,246328
54449,WI,Marshfield,Wood County,186025
93420,CA,Arroyo Grande,San Luis Obispo County,837567
95070,CA,Saratoga,Santa Clara County,3406262
48867,MI,Owosso,Shiawassee County,132053
54481,WI,Stevens Point,Portage County,176466
11104,NY,New York,Queens County,635036
55426,MN,Saint Louis Park,Hennepin County,344215
32817,FL,Orlando,Orange County,313515
55024,MN,Farmington,Dakota County,345741
98466,WA,University Place,Pierce County,557108
30306,GA,Atlanta,Fulton County,791753
72205,AR,Little Rock,Pulaski County,183933
80302,CO,Boulder,Boulder County,1096947
46526,IN,Goshen,Elkhart County,205386
98335,WA,Gig Harbor,Pierce County,753113
33870,FL,Sebring,Highlands County,154217
80301,CO,Boulder,Boulder County,721157
37205,TN,Nashville,Davidson County,790973
36542,AL,Gulf Shores,Baldwin County,345334
22207,VA,Arlington,Arlington County,1198048
34472,FL,Ocala,Marion County,177375
37323,TN,Cleveland,Bradley County,199168
78040,TX,Laredo,Webb County,97391
31324,GA,Richmond Hill,Bryan County,303920
48045,MI,Harrison,Macomb County,252155
32757,FL,Mount Dora,Lake County,302428
76040,TX,Euless,Tarrant County,299681
60035,IL,Highland Park,Lake County,563323
91325,CA,Los Angeles,Los Angeles County,901720
72113,AR,Maumelle,Pulaski County,245331
78589,TX,San Juan,Hidalgo County,136141
55128,MN,Oakdale,Washington County,315820
48101,MI,Allen Park,Wayne County,171900
60438,IL,Lansing,Cook County,166508
18015,PA,Bethlehem,Northampton County,204405
29154,SC,Sumter,Sumter County,174465
27870,NC,Roanoke Rapids,Halifax County,98266
16335,PA,Meadville,Crawford County,127002
45236,OH,Deer Park,Hamilton County,222569
35803,AL,Huntsville,Madison County,258741
92802,CA,Anaheim,Orange County,756990
20165,VA,Sterling,Loudoun County,623411
53220,WI,Greenfield,Milwaukee County,210263
97070,OR,Wilsonville,Clackamas County,567346
19038,PA,Abington Township,Montgomery County,379273
36561,AL,Orange Beach,Baldwin County,393883
75189,TX,Royse City,Rockwall County,305152
43219,OH,Columbus,Franklin County,138266
46176,IN,Shelbyville,Shelby County,153173
70364,LA,Houma,Terrebonne Parish,182281
46241,IN,Indianapolis,Marion County,116384
49686,MI,Traverse City,Grand Traverse County,347707
19601,PA,Reading,Berks County,96127
23860,VA,Hopewell,Hopewell City,154454
37921,TN,Knoxville,Knox County,207593
76548,TX,Harker Heights,Bell County,262510
53213,WI,Wauwatosa,Milwaukee County,292706
55033,MN,Hastings,Dakota County,330239
53105,WI,Rochester,Racine County,284420
29566,SC,Little River,Horry County,230805
21201,MD,Baltimore,Baltimore City,207654
97008,OR,Beaverton,Washington County,537934
60076,IL,Skokie,Cook County,374199
11937,NY,East Hampton,Suffolk County,1767264
93955,CA,Seaside,Monterey County,697428
95204,CA,Stockton,San Joaquin County,357383
94063,CA,Redwood City,San Mateo County,1365696
28150,NC,Shelby,Cleveland County,175549
93454,CA,Santa Maria,Santa Barbara County,483122
76182,TX,North Richland Hills,Tarrant County,345258
75042,TX,Garland,Dallas County,241972
6824,CT,Fairfield,Fairfield County,712109
6708,CT,Waterbury,New Haven County,200719
55912,MN,Austin,Mower County,145598
98607,WA,Camas,Clark County,615973
4330,ME,Augusta,Kennebec County,213164
82801,WY,Sheridan,Sheridan County,313911
91403,CA,Los Angeles,Los Angeles County,1432595
34481,FL,Ocala,Marion County,191607
43512,OH,Defiance,Defiance County,143236
2889,RI,Warwick,Kent County,306514
80241,CO,Thornton,Adams County,499753
70503,LA,Lafayette,Lafayette Parish,242583
96825,HI,Honolulu,Honolulu County,1121254
97062,OR,Tualatin,Washington County,593153
75229,TX,Dallas,Dallas County,543525
92123,CA,San Diego,San Diego County,828661
32901,FL,Melbourne,Brevard County,222692
29926,SC,Hilton Head Island,Beaufort County,536045
50021,IA,Ankeny,Polk County,266674
7050,NJ,Orange,Essex County,339585
83687,ID,Nampa,Canyon County,397096
75032,TX,Rockwall,Rockwall County,433063
53095,WI,West Bend,Washington County,278331
17201,PA,Chambersburg,Franklin County,186498
92120,CA,San Diego,San Diego County,880909
77502,TX,Pasadena,Harris County,186176
76020,TX,Azle,Tarrant County,274187
70403,LA,Hammond,Tangipahoa Parish,184488
12804,NY,Town Of Kingsbury,Washington County,283181
95210,CA,Stockton,San Joaquin County,367243
93021,CA,Moorpark,Ventura County,810367
2116,MA,Boston,Suffolk County,1286897
45431,OH,Beavercreek,Greene County,191325
15010,PA,Chippewa Township,Beaver County,161114
22312,VA,Lincolnia,Fairfax County,560715
8610,NJ,Hamilton Township,Mercer County,231329
11580,NY,Valley Stream,Nassau County,584765
32962,FL,Vero Beach,Indian River County,206634
19406,PA,King of Prussia,Montgomery County,408455
31525,GA,Brunswick,Glynn County,187889
61108,IL,Rockford,Winnebago County,121711
54952,WI,Menasha,Winnebago County,172474
73132,OK,Oklahoma City,Oklahoma County,198124
37743,TN,Greeneville,Greene County,131406
12205,NY,Town of Colonie,Albany County,245898
18901,PA,Doylestown Township,Bucks County,505280
98029,WA,Issaquah,King County,1025498
20111,VA,Manassas Park,Manassas Park City,414585
1876,MA,Tewksbury,Middlesex County,542915
91356,CA,Los Angeles,Los Angeles County,1249775
93637,CA,Madera,Madera County,329416
98498,WA,Lakewood,Pierce County,467336
20191,VA,Reston,Fairfax County,541698
21209,MD,Pikesville,Baltimore County,370944
60102,IL,Algonquin,McHenry County,300542
76117,TX,Haltom City,Tarrant County,206757
17110,PA,Susquehanna Township,Dauphin County,186905
37917,TN,Knoxville,Knox County,186672
70126,LA,New Orleans,Orleans Parish,163197
55434,MN,Blaine,Anoka County,298737
91352,CA,Los Angeles,Los Angeles County,736516
24019,VA,Roanoke,Roanoke City,225399
44883,OH,Tiffin,Seneca County,142119
24501,VA,Lynchburg,Lynchburg City,135222
98007,WA,Bellevue,King County,971775
77027,TX,Houston,Harris County,676958
92675,CA,San Juan Capistrano,Orange County,974176
37415,TN,Chattanooga,Hamilton County,232791
78260,TX,San Antonio,Bexar County,430995
21133,MD,Randallstown,Baltimore County,304448
85743,AZ,Tucson,Pima County,339038
47362,IN,New Castle,Henry County,98706
94306,CA,Palo Alto,Santa Clara County,3244932
29205,SC,Columbia,Richland County,242951
12302,NY,Town Of Glenville,Schenectady County,237279
8087,NJ,Little Egg Harbor Township,Ocean County,292583
18052,PA,Whitehall Township,Lehigh County,249605
14620,NY,Rochester,Monroe County,201136
2131,MA,Boston,Suffolk County,619199
76705,TX,Bellmead,McLennan County,162658
15213,PA,Pittsburgh,Allegheny County,242209
95132,CA,San Jose,Santa Clara County,1400437
19125,PA,Philadelphia,Philadelphia County,330017
44135,OH,Cleveland,Cuyahoga County,118567
78746,TX,Austin,Travis County,1771341
94510,CA,Benicia,Solano County,779705
84116,UT,Salt Lake City,Salt Lake County,410833
15650,PA,Unity Township,Westmoreland County,176957
98273,WA,Mount Vernon,Skagit County,469113
92869,CA,Orange,Orange County,939596
6095,CT,Windsor,Hartford County,262835
78602,TX,Bastrop,Bastrop County,340156
7065,NJ,Rahway,Union County,381490
23601,VA,Newport News,Newport News City,228416
97502,OR,Central Point,Jackson County,371136
86409,AZ,Kingman,Mohave County,223355
60110,IL,Carpentersville,Kane County,201597
53406,WI,Mount Pleasant,Racine County,217668
11566,NY,Merrick,Nassau County,656406
80304,CO,Boulder,Boulder County,1231837
75208,TX,Dallas,Dallas County,379859
48116,MI,Brighton,Livingston County,343622
93710,CA,Fresno,Fresno County,350401
20723,MD,Laurel,Prince Georges County,479280
85541,AZ,Payson,Gila County,361606
78363,TX,Kingsville,Kleberg County,112571
